sl.no.,isbn,isbn10
4101,,
4102,,
4103,9781681196282,168119628X
4104,9780593336823,0593336828
4105,9781984806758,1984806750
4106,9780062943477,0062943472
4107,9781510109186,1510109188
4108,9780593318171,059331817X
4109,9780778311010,0778311015
4110,9781984881663,1984881663
4111,,
4112,9780593232019,0593232011
4113,9781250244499,1250244498
4114,9780374602604,0374602603
4115,9781668002537,1668002531
4116,,
4117,9780525555216,0525555218
4118,9781982173616,1982173610
4119,9781250304452,1250304458
4120,9781952457258,1952457254
4121,9781250765376,1250765374
4122,(ISBN10: 1984,"<ERROR> _IDX: 4123 error(20): RuntimeError(""[string \""src\\cmd\\luau.rs:738:14\""]:4: attempt to perform arithmetic (mul) on nil and number\nstack traceback:\n\t[C]: in ?\n\t[string \""src\\cmd\\luau.rs:738:14\""]:4: in function 'calculate_check_digit'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:18: in function 'isbn13_to_isbn10'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:24: in ?"")"
4123,9781982123963,1982123966
4124,9781406358100,140635810X
4125,9780525657743,0525657746
4126,9780593201237,059320123X
4127,9781250241702,1250241707
4128,9780062941282,0062941283
4129,9780385545686,0385545681
4130,9780241480748,0241480744
4131,9781982134198,1982134194
4132,9781982168438,1982168439
4133,9781250254337,1250254337
4134,9781400224999,1400224993
4135,,
4136,9780062846716,006284671X
4137,9781250245496,1250245494
4138,9780593099940,059309994X
4139,9781250077035,1250077036
4140,9781250230102,1250230101
4141,9781838391102,183839110X
4142,9781338617566,1338617567
4143,,
4144,,
4145,9781641971584,1641971584
4146,9781250120953,1250120950
4147,9780525542285,0525542280
4148,9781484778203,1484778200
4149,9781250217349,1250217342
4150,9780451490841,0451490843
4151,9780440001584,0440001587
4152,9780778389446,0778389448
4153,,
4154,,
4155,9781984825025,198482502X
4156,9780063045651,0063045656
4157,9780593133378,0593133374
4158,9780063007130,0063007134
4159,,
4160,9780593160299,0593160290
4161,9781635575439,1635575435
4162,9780735222359,0735222355
4163,9780702304934,070230493X
4164,9781538715680,1538715686
4165,9781912979479,1912979470
4166,9781984878106,1984878107
4167,9780385546133,0385546130
4168,9780063025288,0063025280
4169,,
4170,,
4171,9781474967532,1474967531
4172,,
4173,9781982158934,198215893X
4174,,
4175,9781250790767,125079076X
4176,,
4177,9781683692348,1683692349
4178,9781250773586,125077358X
4179,9780349003528,0349003521
4180,9780593336731,0593336739
4181,9780593237892,0593237897
4182,,
4183,9780063017504,0063017504
4184,9781982115852,1982115858
4185,,
4186,,
4187,,
4188,9781982149109,1982149108
4189,9781982160135,1982160136
4190,9781250266101,1250266106
4191,9780062997548,0062997548
4192,9780593465271,059346527X
4193,9780393881554,0393881555
4194,,
4195,9781982137366,1982137363
4196,9781788951227,1788951220
4197,,
4198,9780593085530,0593085531
4199,9780778311553,0778311554
4200,,
4201,,
4202,,
4203,,
4204,,
4205,9781408884423,1408884429
4206,,
4207,9780593321447,0593321448
4208,9780063204157,0063204150
4209,9780593158685,0593158687
4210,9780063021426,0063021420
4211,9780593438534,0593438531
4212,(ISBN10: 1408,"<ERROR> _IDX: 4213 error(21): RuntimeError(""[string \""src\\cmd\\luau.rs:738:14\""]:4: attempt to perform arithmetic (mul) on nil and number\nstack traceback:\n\t[C]: in ?\n\t[string \""src\\cmd\\luau.rs:738:14\""]:4: in function 'calculate_check_digit'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:18: in function 'isbn13_to_isbn10'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:24: in ?"")"
4213,9780062943514,0062943510
4214,9781250219398,1250219396
4215,,
4216,9781945631849,1945631848
4217,9781538704370,1538704374
4218,9780063045699,0063045699
4219,9780063031302,0063031302
4220,9780063003057,0063003058
4221,9781250268426,1250268427
4222,9780062835772,0062835777
4223,9781984836038,198483603X
4224,9781250780867,1250780861
4225,9780440000211,0440000211
4226,9780316371124,0316371122
4227,9781250244451,1250244455
4228,9781982166793,1982166797
4229,,
4230,9781668001226,1668001225
4231,9781250803825,1250803829
4232,,
4233,9780593157534,0593157532
4234,9780593336489,0593336488
4235,,
4236,9780593356081,059335608X
4237,9781250244048,1250244048
4238,9781668002773,1668002779
4239,9780765389121,0765389126
4240,9781250267962,125026796X
4241,,
4242,,
4243,9781250273208,125027320X
4244,9781982173401,1982173408
4245,9781952457722,1952457726
4246,9781250786173,1250786177
4247,9780593496206,0593496205
4248,,
4249,9780063052734,0063052733
4250,9780062910691,0062910698
4251,9780593420317,0593420314
4252,,
4253,9780759557338,0759557330
4254,9781250812193,1250812194
4255,9781476716763,1476716765
4256,,
4257,9780593438442,0593438442
4258,9781982155261,1982155264
4259,9780802159557,0802159559
4260,9781250213624,1250213622
4261,9781984818386,1984818384
4262,9780063072640,0063072645
4263,9780063204201,0063204207
4264,9781250767080,1250767083
4265,9781668002179,1668002175
4266,9781250830753,1250830753
4267,9780778311935,0778311937
4268,9781250268884,1250268885
4269,,
4270,9781737766209,1737766205
4271,9780593200681,0593200683
4272,9781250274618,1250274613
4273,(ISBN10: 1728,"<ERROR> _IDX: 4274 error(22): RuntimeError(""[string \""src\\cmd\\luau.rs:738:14\""]:4: attempt to perform arithmetic (mul) on nil and number\nstack traceback:\n\t[C]: in ?\n\t[string \""src\\cmd\\luau.rs:738:14\""]:4: in function 'calculate_check_digit'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:18: in function 'isbn13_to_isbn10'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:24: in ?"")"
4274,9780316473538,0316473537
4275,9781250843937,1250843936
4276,,
4277,,
4278,9780316258678,0316258679
4279,9780593355688,0593355687
4280,(ISBN10: 1399,"<ERROR> _IDX: 4281 error(23): RuntimeError(""[string \""src\\cmd\\luau.rs:738:14\""]:4: attempt to perform arithmetic (mul) on nil and number\nstack traceback:\n\t[C]: in ?\n\t[string \""src\\cmd\\luau.rs:738:14\""]:4: in function 'calculate_check_digit'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:18: in function 'isbn13_to_isbn10'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:24: in ?"")"
4281,9781250274250,1250274257
4282,9781728231761,1728231760
4283,9780062980076,0062980076
4284,9780316342087,0316342084
4285,9781250276698,1250276691
4286,9780241512425,0241512425
4287,9780593420034,0593420039
4288,9780063051034,0063051036
4289,9780525539001,052553900X
4290,9781534441637,1534441638
4291,9780063144040,0063144042
4292,,
4293,9798201353605,8201353609
4294,,
4295,,
4296,9780316286732,0316286737
4297,9781529017229,152901722X
4298,9780593315415,0593315413
4299,9780593404515,0593404513
4300,9781649374042,1649374046
4301,9780593441275,0593441273
4302,,
4303,9781408725795,1408725797
4304,9781250857439,1250857430
4305,9781649374172,1649374178
4306,9780316592703,0316592706
4307,9781250851208,1250851203
4308,,
4309,9780593500132,059350013X
4310,9781250313102,1250313104
4311,,
4312,9781538704394,1538704390
4313,,
4314,9781250803856,1250803853
4315,,
4316,9781728272221,172827222X
4317,,
4318,9780593549223,0593549228
4319,,
4320,9781982117085,1982117087
4321,9798886439298,8886439296
4322,9781250217448,125021744X
4323,9780593201268,0593201264
4324,,
4325,9781250280800,125028080X
4326,9781250284396,1250284392
4327,9781982173432,1982173432
4328,9780593593806,0593593804
4329,9781635577921,1635577926
4330,,
4331,9781728268231,1728268230
4332,9781957568461,1957568461
4333,,
4334,9781250859884,1250859883
4335,9780063327528,006332752X
4336,,
4337,,
4338,9781982179007,1982179007
4339,9780399590948,0399590943
4340,9780593183229,0593183223
4341,9780063238985,0063238985
4342,,
4343,9780593317334,0593317335
4344,9781837519446,1837519447
4345,9781984879295,1984879294
4346,9781954118232,1954118236
4347,9780645803716,0645803715
4348,9780241512449,0241512441
4349,9781982197360,1982197366
4350,,
4351,9781982199456,1982199458
4352,,
4353,9781982153083,1982153083
4354,9781250750198,1250750199
4355,,
4356,9781250213648,1250213649
4357,9781938570377,1938570375
4358,9781250855572,1250855578
4359,,
4360,9780593498958,059349895X
4361,,
4362,9781406358117,1406358118
4363,,
4364,9780593490143,0593490142
4365,9780385534260,0385534264
4366,9781250829795,1250829798
4367,9780593598108,0593598105
4368,9781250280015,125028001X
4369,9780525512080,052551208X
4370,(ISBN10: 0316,"<ERROR> _IDX: 4371 error(24): RuntimeError(""[string \""src\\cmd\\luau.rs:738:14\""]:4: attempt to perform arithmetic (mul) on nil and number\nstack traceback:\n\t[C]: in ?\n\t[string \""src\\cmd\\luau.rs:738:14\""]:4: in function 'calculate_check_digit'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:18: in function 'isbn13_to_isbn10'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:24: in ?"")"
4371,,
4372,9781368098175,1368098177
4373,9781668000229,1668000229
4374,9780593500804,0593500806
4375,9780593619919,0593619919
4376,9781665935623,1665935626
4377,9780525619475,052561947X
4378,,
4379,9780593600078,059360007X
4380,9781529431292,1529431298
4381,,
4382,9781250848079,1250848075
4383,9781982186142,1982186143
4384,9781668009048,1668009048
4385,,
4386,9781250799050,1250799058
4387,9780063211506,0063211505
4388,9781778027789,1778027784
4389,9781408726778,1408726777
4390,,
4391,(ISBN10: 1957,"<ERROR> _IDX: 4392 error(25): RuntimeError(""[string \""src\\cmd\\luau.rs:738:14\""]:4: attempt to perform arithmetic (mul) on nil and number\nstack traceback:\n\t[C]: in ?\n\t[string \""src\\cmd\\luau.rs:738:14\""]:4: in function 'calculate_check_digit'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:18: in function 'isbn13_to_isbn10'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:24: in ?"")"
4392,9781250244093,1250244099
4393,9780593547502,0593547500
4394,,
4395,9781451648218,1451648219
4396,9781250826978,1250826977
4397,9781496737298,1496737296
4398,9780525619994,0525619992
4399,9780593239919,0593239911
